country,theme,level,dataset name,item,title,description
GUF,AB,cod-standard,cod-ab-guf,dataset,French Guiana - Subnational Administrative Boundaries,"French Guiana administrative level 0 (country), 1 (arrondissement), and 2 (commune) boundaries

These boundaries are suitable for database or GIS linkage to the [French Guiana - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-guf) tables.

Version history:
12 February 2020: Update with to conform to COD-PS P-codes
3 October 2017: Initial upload of www.gadm.org shapefiles"
GUF,AB,cod-standard,cod-ab-guf,resource,guf_admbgz_ign.xls,"French Guiana administrative level 0 (department), 1 (arrondissement), and 2 (commune) gazetteer
"
GUF,AB,cod-standard,cod-ab-guf,resource,guf_adm_ign_SHP.zip,"French Guiana administrative level 0 (department), 1 (arrondissement), and 2 (commune) zipped shapefiles"
GUF,AB,cod-standard,cod-ab-guf,resource,guf_adm_ign_EMF.zip,"French Guiana administrative level 0 (department), 1 (arrondissement), and 2 (commune) EMF files"
GUF,AB,cod-standard,cod-ab-guf,resource,guf_adm_ign_GDB.gdb.zip,"French Guiana administrative level 0 (department), 1 (arrondissement), and 2 (commune) geodatabase"
URY,AB,cod-standard,cod-ab-ury,dataset,Uruguay - Subnational Administrative Boundaries,"Uruguay administrative level 0 (country), 1 (department, departamento), and 2 (poblacion, población) boundaries.

These boundaries are suitable for database or GIS linkage to the [Uruguay - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-ury) tables."
URY,AB,cod-standard,cod-ab-ury,resource,ury_admgaz_2020.xlsx,Uruguay  administrative level 0-2 gazetteer
URY,AB,cod-standard,cod-ab-ury,resource,ury_adm_2020_SHP.zip,Uruguay administrative level 0-2 boundary shapefiles
URY,AB,cod-standard,cod-ab-ury,resource,ury_adm_2020_EMF.zip,Uruguay administrative level 0-2 boundary EMF files
URY,AB,cod-standard,cod-ab-ury,resource,ury_adm_2020.gdb.zip,Uruguay administrative level 0-2 boundary geodatabase
PRY,AB,cod-standard,cod-ab-pry,dataset,Paraguay - Subnational Administrative Boundaries,"Paraguay administrative level 0-2 boundaries

These boundaries are suitable for database or GIS linkage to the [Paraguay - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-pry) tables.

16 September 2020 update:
P-codes revised to conform to newest COD-PS"
PRY,AB,cod-standard,cod-ab-pry,resource,pry_admgz_DGEEC_2020.xlsx,Paraguay administrative level 0-2 gazetteer
PRY,AB,cod-standard,cod-ab-pry,resource,pry_adm_DGEEC_2020_SHP.zip,Paraguay administrative level 0-2 shapefiles
PRY,AB,cod-standard,cod-ab-pry,resource,pry_adm_DGEEC_2020_EMF.zip,Paraguay administrative level 0-2 EMF files
PRY,AB,cod-standard,cod-ab-pry,resource,pry_adm_gadm_GDB.gdb.zip,Paraguay administrative level 0-2 geodatabase
ARG,AB,cod-standard,cod-ab-arg,dataset,Argentina - Subnational Administrative Boundaries,"Argentina administrative level 0 (country), 1 (province, national territory, or federal district; provincia, territorio nacional, o distrito federal), and 2 (department or part; departamento o partido) boundaries

These boundaries are suitable for database or GIS linkage to the [Argentina - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-arg) tables at administrative level 0-1."
ARG,AB,cod-standard,cod-ab-arg,resource,arg_admgz.xlsx,Argentina administrative level 0-2 gazetteer
ARG,AB,cod-standard,cod-ab-arg,resource,arg_adm_unhcr2017_SHP.zip,Argentina administrative level 0-2 shapefiles
ARG,AB,cod-standard,cod-ab-arg,resource,arg_adm_unhcr2017_EMF.zip,Argentina administrative level 0-2 EMF files
ARG,AB,cod-standard,cod-ab-arg,resource,arg_adm_unhcr2017_EMF.zip,Argentina administrative level 0-2 geodatabase
BRA,AB,cod-standard,cod-ab-bra,dataset,Brazil - Subnational Administrative Boundaries,"Brazil administrative level 0-2 boundaries

REFERENCE YEAR:  2020

These boundaries are suitable for database or GIS linkage to the [Brazil - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-bra) tables."
BRA,AB,cod-standard,cod-ab-bra,resource,bra_admgz_ibge_2020.xlsx,Brazil administrative level 0-2 gazetteer
BRA,AB,cod-standard,cod-ab-bra,resource,bra_adm_ibge_2020_SHP.zip,Brazil administrative level 0-2 shapefiles
BRA,AB,cod-standard,cod-ab-bra,resource,bra_adm_ibge_2020_EMF.zip,Brazil administrative level 0-2 EMF files
BRA,AB,cod-standard,cod-ab-bra,resource,bra_adm_ibge_2020.gdb.zip,Brazil administrative level 0-2 geodatabase
MRT,PS,cod-standard,cod-ps-mrt,dataset,Mauritania - Subnational Population Statistics,"Mauritania administrative level 0-1 sex and age disaggregated 2022 projected population statistics

REFERENCE YEAR:  2022

This dataset has NOT been updated to link to the new [Mali - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-mli).  The administrative level 1 boundaries and P-codes no longer match.

"
MRT,PS,cod-standard,cod-ps-mrt,resource,MRT_AdminBoundaries_TabularData.xlsx,"Mauritania administrative level 0 (country), 1 (region / wilaya or région), 2 (department / moughataa) gazetteer"
MRT,PS,cod-standard,cod-ps-mrt,resource,mrt_admpop_2022.xlsx,Mauritania administrative level 0-1 sex and age disaggregated 2022 projected population statistics
MRT,PS,cod-standard,cod-ps-mrt,resource,mrt_admpop_adm0_2022.csv,Mauritania administrative level 0 sex and age disaggregated 2022 projected population statistics
MRT,PS,cod-standard,cod-ps-mrt,resource,mrt_admpop_adm1_2022.csv,Mauritania administrative level 1 sex and age disaggregated 2022 projected population statistics
CHN,AB,cod-standard,cod-ab-chn,dataset,China - Subnational Administrative Boundaries,"China administrative level 0 (country), 1 (province, autonomous region, municipality, or special administrative region), and 2 (prefecture-level units) boundaries and gazetteer

Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID."
CHN,AB,cod-standard,cod-ab-chn,resource,chn_admgz_2020.xlsx,China administrative level 0-2 gazetteer
CHN,AB,cod-standard,cod-ab-chn,resource,chn_adm_ocha_2020_SHP.zip,China administrative level 0-2 zipped shapefiles
CHN,AB,cod-standard,cod-ab-chn,resource,chn_adm_ocha_2020_EMF.zip,China administrative level 0-2 EMF files
CHN,AB,cod-standard,cod-ab-chn,resource,chn_adm_ocha_2020.gdb.zip,China administrative level 0-2 zipped geodatabase
SLB,AB,cod-standard,cod-ab-slb,dataset,Solomon Islands - Subnational Administrative Boundaries,"Solomon Islands administrative level 0 (country),  1 (province or capital territory), 2 (constituency), and 3 (ward) boundary polygons

Suitable for GIS or database linkage to the [Solomon Islands administrative level 0, 1, 2, and 3 population statistics](https://data.humdata.org/dataset/cod-ps-slb) Common Operational Dataset."
SLB,AB,cod-standard,cod-ab-slb,resource,slb_adm.xls,"Solomon Islands administrative level 0 (country), 1 (province or capital territory), 2 (constituency), and 3 (ward) boundary gazetteer
"
SLB,AB,cod-standard,cod-ab-slb,resource,slb_polbnda.zip,"Solomon Islands administrative level 0 (country), 1 (province or capital territory), 2 (constituency), and 3 (ward) boundary polygon geodatabase"
SLB,AB,cod-standard,cod-ab-slb,resource,slb_admbnda_adm0.zip,Solomon Islands administrative level 0 (country) boundary polygon shapefile
SLB,AB,cod-standard,cod-ab-slb,resource,slb_admbnda_adm1.zip,Solomon Islands administrative level 1 (province or capital territory) boundary polygon shapefile
SLB,AB,cod-standard,cod-ab-slb,resource,slb_admbnda_adm2.zip,Solomon Islands administrative level 2 (constituency) boundary polygon shapefile
SLB,AB,cod-standard,cod-ab-slb,resource,slb_admbnda_adm3.zip,Solomon Islands administrative level 3 (ward) boundary polygon shapefile
SLB,AB,cod-standard,cod-ab-slb,resource,slb_adm_EMF.zip,Solomon Islands administrative level 0-3 boundary EMF files
SLB,PS,cod-standard,cod-ps-slb,dataset,Solomon Islands - Subnational Population Statistics,"Solomon Islands administrative level 0 (country),  1 (province), 2 (constituency), and 3 (ward) population statistics

REFERENCE YEAR:  2009

Suitable for GIS or database linkage to the [Solomon Islands administrative level 0, 1, 2, and 3 boundary polygons](https://data.humdata.org/dataset/cod-ab-slb) Common Operational Dataset."
SLB,PS,cod-standard,cod-ps-slb,resource,slb_adm.xls,"Solomon Islands administrative level 0 (country), 1 (province or capital territory), 2 (constituency), and 3 (ward) boundary gazetteer"
SLB,PS,cod-standard,cod-ps-slb,resource,slb_pplp.xlsx,"Solomon Islands administrative level 0 (country), 1 (province), 2 (constituency), and 3 (ward) population statistics

Suitable for GIS or database linkage to the [Solomon Islands administrative level 0, 1, 2, and 3 boundary polygons](https://data.humdata.org/dataset/solomon-islands-administrative-level-0-1-2-and-3-boundary-polygons) Common Operational Dataset."
SLB,PS,cod-standard,cod-ps-slb,resource,slb_pplp_adm0_country_v2.csv,Solomon Islands administrative level 0 (country) population statistics
SLB,PS,cod-standard,cod-ps-slb,resource,slb_pplp_adm1_province_v2.csv,Solomon Islands administrative level 1 (province) population statistics
SLB,PS,cod-standard,cod-ps-slb,resource,slb_pplp_adm2_constituency_v2.csv,"Solomon Islands administrative level 2 (constituency) population statistics
"
SLB,PS,cod-standard,cod-ps-slb,resource,slb_admpop_adm3_2009_v2.csv,Solomon Islands administrative level 3 (ward) population statistics
FJI,PS,cod-standard,cod-ps-fji,dataset,Fiji - Subnational Population Statistics,"Fiji administrative level 0 (country), 1 (division), 2 (province), and 3 (tikina) 2017 population statistics

REFERENCE YEAR:  2017

These tables are suitable for linking by GIS or database to the [Fiji administrative level 0, 1, 2, and 3 boundary polygon](https://data.humdata.org/dataset/cod-ab-fji) shapefiles."
FJI,PS,cod-standard,cod-ps-fji,resource,fji_pplp_2017_census.xlsx,"Fiji administrative level 0 (country), 1 (division), 2 (province), and 3 (tikina) population statistics"
FJI,PS,cod-standard,cod-ps-fji,resource,fji_adm_gz.xlsx,"Fiji administrative level 0 (country), 1 (division), 2 (province), and 3 (tikina) gazetteer"
FJI,PS,cod-standard,cod-ps-fji,resource,fji_pplp_adm0_country_2017_v2.csv,Fiji administrative level 0 (country) population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,fji_pplp_adm1_division_2017_v3.csv,Fiji administrative level 1 (division) population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,fji_pplp_adm2_province_2017_v2.csv,Fiji administrative level 2 (province) population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,fji_pplp_adm3_tikina_2017_v2.csv,Fiji administrative level 3 (tikina) population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,FJI admin 0 population,Fiji administrative level 0 2017 population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,FJI admin 1 population,Fiji administrative level 1 2017 population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,FJI admin 2 population,Fiji administrative level 2 2017 population statistics
FJI,PS,cod-standard,cod-ps-fji,resource,FJI admin 3 population,Fiji administrative level 3 2017 population statistics
TLS,PS,cod-standard,cod-ps-tls,dataset,Timor-Leste - Subnational Population Statistics,"Timor-Leste administrative level 0-1 sex and age disaggregated 2022 projected population statistics

REFERENCE YEAR:  2022

These tables are suitable for database or GIS linkage to the [Timor-Leste - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-tls) layers using the ADM0 and ADM1_PCODE fields.

Note caveats."
TLS,PS,cod-standard,cod-ps-tls,resource,TLS_AdminBoundaries_TabularData.xlsx,Timor-Leste administrative level 0-3 gazetteer
TLS,PS,cod-standard,cod-ps-tls,resource,tls_admpop_2022.xlsx,Timor-Leste administrative level 0-1 sex and age disaggregated 2022 projected population statistics
TLS,PS,cod-standard,cod-ps-tls,resource,tls_admpop_adm0_2022.csv,Timor-Leste administrative level 0 sex and age disaggregated 2022 projected population statistics
TLS,PS,cod-standard,cod-ps-tls,resource,tls_admpop_adm1_2022.csv,Timor-Leste administrative level 1 sex and age disaggregated 2022 projected population statistics
TLS,PS,cod-standard,cod-ps-tls,resource,TLS admin 0 population,Timor-Leste administrative level 0 2022 population statistics
TLS,PS,cod-standard,cod-ps-tls,resource,TLS admin 1 population,Timor-Leste administrative level 1 2022 population statistics
TON,AB,cod-standard,cod-ab-ton,dataset,Tonga - Subnational Administrative Boundaries,"Tonga administrative level 0 (country), 1 (division), 2 (district), and 3 (village) boundary polygons

The official administrative boundary exclude large, apparently uninhabited areas of most larger islands and completely exclude many small islands.  Therefore this dataset includes two additional layers:  ""Tonga administrative level 1 (division) boundary polygons - cartographic version"", and ""Tonga administrative level 0 (country) boundary polygons - cartographic version"".  To the extent that available geographic data permit, these layers cover all Tongan land and are P-coded to administrative level 0 and 1 respectively.

These boundary files are suitable for GIS or database joins to the [Tonga administrative level 0, 1, 2, and 3 population statistics](https://data.humdata.org/dataset/cod-ps-ton)

The disbursed nature of this archipelago country does not make it suitable for EMF mapping."
TON,AB,cod-standard,cod-ab-ton,resource,ton_admbnda_adm1_2022_v2.zip,Tonga administrative level 1 (division) boundary polygons - cartographic version.   See description.
TON,AB,cod-standard,cod-ab-ton,resource,ton_admbnda_adm0_2022_v2.zip,Tonga administrative level 0 (country) boundary polygons - cartographic version.  See description.
TON,AB,cod-standard,cod-ab-ton,resource,ton_polbnda.zip,"Tonga administrative level 0 (country), 1 (division), 2 (district), and 3 (village) boundary polygons"
TON,AB,cod-standard,cod-ab-ton,resource,ton_polbnda_adm0_country.zip,Tonga administrative level 0 (country) boundary polygons
TON,AB,cod-standard,cod-ab-ton,resource,ton_polbnda_adm1_division.zip,Tonga administrative level 1 (division) boundary polygons
TON,AB,cod-standard,cod-ab-ton,resource,ton_polbnda_adm2_district.zip,Tonga administrative level 2 (district) boundary polygons
TON,AB,cod-standard,cod-ab-ton,resource,ton_polbnda_adm3_village.zip,Tonga administrative level 3 (village) boundary polygons
TON,AB,cod-standard,cod-ab-ton,resource,ton_Admin_Boundary_taxonomy_Metadata.xlsx,"Tonga administrative level 0 (country), 1 (division), 2 (district), and 3 (village) metadata"
TZA,AB,cod-standard,cod-ab-tza,dataset,United Republic of Tanzania - Subnational Administrative Boundaries,"Tanzania administrative level 0 (country), 1 (region), 2 (district), and 3 (ward) boundary and line shapefiles, geodatabase

These boundary files are suitable for database or GIS linkage to the [Tanzania administrative level 0-3 population statistics tables](https://data.humdata.org/dataset/cod-ps-tza).

These boundaries reflect the creation of Songwe region (TZ26) in January 2016 from the western half of Mbeya Region."
TZA,AB,cod-standard,cod-ab-tza,resource,tza_admgz_20181019.xlsx,Tanzania administrative level 0-3 gazetteer
